edition,source_file,row_id,team_name,demand_text,level_1,level_2,normalized_scenario,user_role_guess,problem_type,request_type,strategic_relevance,decision_bucket,data_quality,notes,quality_reasons,exact_duplicate_flag,exact_duplicate_count
personal,WPS项目管理个人版需求聚类分析.md,personal-00519,。的团队,项目,无,无,,,,,,,weak,,missing_level_1|missing_level_2|very_short_text,yes,36
personal,WPS项目管理个人版需求聚类分析.md,personal-00520,鲁电集团的团队,充电站场地开发与现场施工进度跟进,工程与施工管理,工程进度管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00521,谢琳的团队,管理多个项目以及进度,项目与任务管理,多项目组合管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00522,时侠松的团队,客户账目项目跟进,客户、销售与订单,客户跟进管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00523,冰雪逍遥的团队,我,无,无,,,,,,,weak,,missing_level_1|missing_level_2|very_short_text,yes,10
personal,WPS项目管理个人版需求聚类分析.md,personal-00524,Echo.的团队,考公计划安排,项目与任务管理,项目计划管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00525,乘风破浪的团队,生产计划管理,生产与制造管理,生产计划管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00526,WPS_1723455644的团队,关于花店创业,客户、销售与订单,商机与销售过程管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00527,WPS_1724149568的团队,我是一名项目经理，我需要为每位员工制定一个工作进度表,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00528,的团队,生成一个从采购品类规划到选品到合同签署再到下单的时间进度,财务、合同与结算,应收应付与合同结算管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00529,晓杰-Jessie的团队,项目时间进度表,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00530,Venus的团队,论文工作室的任务采集到分配，以及完成时间状态等,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00531,陈志远的团队,项目管理,项目与任务管理,项目台账管理,,,,,,,valid,,,yes,398
personal,WPS项目管理个人版需求聚类分析.md,personal-00532,钉钉的团队,x,无,无,,,,,,,weak,,missing_level_1|missing_level_2|very_short_text|no_chinese_text,yes,2
personal,WPS项目管理个人版需求聚类分析.md,personal-00533,admin的团队,项目管理,项目与任务管理,项目台账管理,,,,,,,valid,,,yes,398
personal,WPS项目管理个人版需求聚类分析.md,personal-00534,Aria的团队,需求排期,生产与制造管理,排产管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00535,亮的团队,建筑公司项目数据管理,工程与施工管理,工程进度管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00536,WYL的团队,工作人物,生产与制造管理,车间任务管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00537,作者的团队,机械加工定制件,生产与制造管理,非标制造管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00538,li的团队,施工管理，涵盖施工进度计划、施工成本费用、自动生成进度报表,数据分析与经营看板,统计汇总与经营分析,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00539,妮子的团队,项目管理,项目与任务管理,项目台账管理,,,,,,,valid,,,yes,398
personal,WPS项目管理个人版需求聚类分析.md,personal-00540,Lonely 的团队,项目化债,财务、合同与结算,收付款与回款管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00541,Lonely 的团队,是,无,无,,,,,,,weak,,missing_level_1|missing_level_2|very_short_text,yes,3
personal,WPS项目管理个人版需求聚类分析.md,personal-00542,赵国强的团队,投标。,客户、销售与订单,商机与销售过程管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00543,琛的团队,项目计划管理和点检,项目与任务管理,项目计划管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00544,玮的团队,项目计划进度,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00545,就是的团队,组织员工安全生产培训,质量、安全与合规,质量与安全管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00546,张致远的团队,IT软件项目群管理,项目与任务管理,项目台账管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00547,涵滨的团队,甘特图，项目管理,项目与任务管理,甘特图与排期可视化,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00548,Tracy的团队,外贸&机械制造,生产与制造管理,生产交付协同,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00549,Metaphoric.的团队,项目攻坚,项目与任务管理,项目复盘与总结,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00550,黎博元的团队,公司整年度计划,生产与制造管理,生产计划管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00551,叶锦燕的团队,实训室建设项目建设进度,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00552,企业用户_392788705的团队,项目管理,项目与任务管理,项目台账管理,,,,,,,valid,,,yes,398
personal,WPS项目管理个人版需求聚类分析.md,personal-00553,Daniel Young的团队,生产流程的记录,生产与制造管理,制造进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00554,葛相林的团队,工程进度计划,项目与任务管理,项目进度跟踪,,,,,,,valid,,,yes,13
personal,WPS项目管理个人版需求聚类分析.md,personal-00555,刘加邦的团队,工程进度计划,项目与任务管理,项目进度跟踪,,,,,,,valid,,,yes,13
personal,WPS项目管理个人版需求聚类分析.md,personal-00556,林乃勇的团队,生成一个项目列表，每个项目数据相互独立,项目与任务管理,多项目组合管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00557,Lance的团队,个人日常工作安排,生产与制造管理,车间任务管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00558,高宇的团队,我需要专业美化表格,工程与施工管理,装修装饰项目管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00559,森林的团队,给项目排计划，并可以更新进度，随时紧盯项目,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00560,地平线的团队,项目到全程,项目与任务管理,甘特图与排期可视化,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00561,XUEWEI的团队,生产制造行业项目管理,生产与制造管理,生产交付协同,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00562,被吓坏了的猫的团队,敏捷软件项目开发,研发与产品管理,研发项目管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00563,1的团队,工程项目成本核算,财务、合同与结算,成本核算管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00564,lnvcliuren的团队,个人日常工作,生产与制造管理,车间任务管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00565,张龙的团队,生产车间计划单按工序分发,生产与制造管理,车间任务管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00566,A六和勤强菅启政(Jiān)的团队,跟进研发进度,研发与产品管理,研发项目管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00567,WPS_1773644813的团队,设计模版,研发与产品管理,设计评审管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00568,雨的印记的团队,日常工作,生产与制造管理,车间任务管理,,,,,,,valid,,,yes,12
personal,WPS项目管理个人版需求聚类分析.md,personal-00569,fang的团队,任务管理,项目与任务管理,任务分配与协同,,,,,,,valid,,,yes,25
personal,WPS项目管理个人版需求聚类分析.md,personal-00570,哦哟的团队,工地材料收发放,生产与制造管理,车间任务管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00571,大佛小心的团队,团队协作,项目与任务管理,任务分配与协同,,,,,,,valid,,,yes,3
personal,WPS项目管理个人版需求聚类分析.md,personal-00572,于航的团队,我是律师，需要对每个客户、每个案件进行整理，跟踪每个客户和案件进度,法务案件与诉讼管理,法务案件与诉讼管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00573,张的团队,项目进度、合同、风险、预算管理,质量、安全与合规,质量与安全管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00574,三十耳朵的团队,生成甲方对建筑施工安全每日检查内容台账，要求：项目名称、检查日期、发现问题、项目责任人及施工单位名称、问题前图片及整改后图片,质量、安全与合规,质量与安全管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00575,LuLu的团队,铝单板行业,生产与制造管理,非标制造管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00576,脚踏实地的团队,项目管理进度表及甘特图,项目与任务管理,甘特图与排期可视化,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00577,丹丹的团队,无,无,无,,,,,,,invalid,,invalid_literal|missing_level_1|missing_level_2|very_short_text,yes,115
personal,WPS项目管理个人版需求聚类分析.md,personal-00578,对方正在输入...的团队,我自己的项目安排以及进度管理,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00579,Terry的团队,产品设计，智能硬件项目,研发与产品管理,研发阶段管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00580,幽兰的团队,两个展会的预决算表，表要独立，但是又存在一定的关联性,协同办公与流程审批,待办与提醒管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00581,ʚྀིɞ的团队,工作日历项目进度表,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00582,WPS_1610196408的团队,多项目管理，任务展示和推送,项目与任务管理,多项目组合管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00583,WPS_1627568456的团队,项目管理,项目与任务管理,项目台账管理,,,,,,,valid,,,yes,398
personal,WPS项目管理个人版需求聚类分析.md,personal-00584,Drinkmilk的团队,人力资源AI知识库建设,人力与组织管理,员工信息管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00585,囡蛮的团队,银行业（地市级二级分行）周总结,财务、合同与结算,收付款与回款管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00586,薛峰的团队,天衢航旅多式联运分销系统建设项目,供应链与仓储物流,物流运输与配送管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00587,KNT的团队,水处理项目,工程与施工管理,工程进度管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00588,刘斌的团队,项目管理,项目与任务管理,项目台账管理,,,,,,,valid,,,yes,398
personal,WPS项目管理个人版需求聚类分析.md,personal-00589,magoohome163com的团队,外贸企业，跟踪订单的各个环节，包括收汇，生产和发货等过程的跟踪跟进。,生产与制造管理,生产交付协同,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00590,小蘑菇的团队,外贸生产项目跟进,生产与制造管理,生产交付协同,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00591,lvu的团队,采购·询价,客户、销售与订单,询价与报价管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00592,fly的团队,项目工程管理，主要提醒项目前期报批进展情况，在建项目施工情况,协同办公与流程审批,待办与提醒管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00593,老猫的团队,工程项目,工程与施工管理,工程进度管理,,,,,,,valid,,,yes,40
personal,WPS项目管理个人版需求聚类分析.md,personal-00594,那场雨的团队,建立一个培训管理的项目计划和实施监督,人力与组织管理,培训与人才发展管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00595,Frank.Li的团队,项目进度跟踪，以及中间节点把控和调整，信息同步和自动提醒,协同办公与流程审批,待办与提醒管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00596,胡海生的团队,安全环保管理。,环保与环评管理,环保与环评管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00597,Joy的团队,项目管理,项目与任务管理,项目台账管理,,,,,,,valid,,,yes,398
personal,WPS项目管理个人版需求聚类分析.md,personal-00598,拾七的团队,审计,质量、安全与合规,质量与安全管理,,,,,,,weak,,very_short_text,yes,5
personal,WPS项目管理个人版需求聚类分析.md,personal-00599,妮子的团队,门店上样，撤术、换样,客户、销售与订单,电商与门店运营,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00600,WPS_1769996214的团队,医疗器械行业：设计开发,医疗临床与患者管理,医疗临床与患者管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00601,齐鲁创投的团队,项目储备库,项目与任务管理,项目台账管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00602,Y.H的团队,日常事务中大项目中有小项目，且相互有关联，时间上有先后。希望能用项目管理的方式将日常看似零散的事情串起来，以提高效率。,项目与任务管理,项目计划管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00603,倪顺心的团队,个人时间安排和记账,个人规划与日程管理,个人规划与日程管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00604,!的团队,111,无,无,,,,,,,invalid,,invalid_literal|digits_only|missing_level_1|missing_level_2|no_chinese_text,yes,59
personal,WPS项目管理个人版需求聚类分析.md,personal-00605,嗯的团队,帮我生产一个项目分配表格，可多人同步通知,协同办公与流程审批,待办与提醒管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00606,Tavern的团队,科研计划,研发与产品管理,研发项目管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00607,娇女沉香亭的团队,项目银行开户登记,协同办公与流程审批,台账与登记管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00608,WPS_1690725671的团队,我是一家制造业的运营管理着，在我的板块涉及仓储、制造、工艺、质量几个模块，日常有很多项目在进行，需要有明确的日程、责任部门、责任人，另外有很多的临时任务要随时记录和确认完成度。,个人规划与日程管理,个人规划与日程管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00609,田恒的团队,1,无,无,,,,,,,invalid,,invalid_literal|digits_only|missing_level_1|missing_level_2|very_short_text|no_chinese_text,yes,365
personal,WPS项目管理个人版需求聚类分析.md,personal-00610,文博的团队,全年工作任务计划推进表,项目与任务管理,项目计划管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00611,ThisIsJawen的团队,1.跟进一个项目从项目立项，到招投标项目执行落地。项目类型包括生态修复环境检测、工程建设施工。,实验室与检测管理,实验室与检测管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00612,,2.正在推进的项目持续跟进,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00613,小叮当的团队,2026企业出海或公/商务考察,供应链与仓储物流,到货与交期管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00614,い CHE的团队,能够同时体现多个项目应收款回款进度,财务、合同与结算,应收应付与合同结算管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00615,流茕的团队,项目全流程、全生命周期管理,数据分析与经营看板,数据治理与数据台账,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00616,.的团队,合同管理，有不同部门的客户以及供应商合同，归档比较混乱，而且有电子档有纸质档的，还有用印出去还没回来的，很乱,财务、合同与结算,应收应付与合同结算管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00617,青青的团队,法院执行辅助拍卖工作，需要建立每个案子的执行进度完成情况，执行案号，承办法官,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00618,,工作流程，委托时间，调取评估报告，联系当事人，现场勘验，制作拍卖公告，签发拍卖公告，特殊事项沟通，,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00619,,具体工作流程日期，经办人,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00620,啊?的团队,日常工作安排,生产与制造管理,车间任务管理,,,,,,,valid,,,yes,3
personal,WPS项目管理个人版需求聚类分析.md,personal-00621,WPS_1773627537的团队,我需要解决物流单证日常工作流（订舱 商检 截单 报关 ISF 清关 AN  DO）的管理与提醒,协同办公与流程审批,待办与提醒管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00622,    的团队,无,无,无,,,,,,,invalid,,invalid_literal|missing_level_1|missing_level_2|very_short_text,yes,115
personal,WPS项目管理个人版需求聚类分析.md,personal-00623,Mr.先生0917的团队,项目执行计划,项目与任务管理,项目计划管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00624,失心疯的团队,铸造砂箱、芯骨焊接制作日计划进度追踪表格,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00625,@的团队,进度及金工加工计时,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00626,三轮车的团队,1,无,无,,,,,,,invalid,,invalid_literal|digits_only|missing_level_1|missing_level_2|very_short_text|no_chinese_text,yes,365
personal,WPS项目管理个人版需求聚类分析.md,personal-00627,wjx的团队,我想解决的是个人承接培训、会务、活动举办的项目管理,会议活动与会务执行,会议活动与会务执行,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00628,顺子的团队,日常工作安排、完成情况、记录等,生产与制造管理,车间任务管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00629,WPS_1659500077的团队,跟单,客户、销售与订单,商机与销售过程管理,,,,,,,weak,,very_short_text,yes,3
personal,WPS项目管理个人版需求聚类分析.md,personal-00630,WH的团队,建筑设计项目管理,工程与施工管理,工程进度管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00631,吕少华的团队,EPC项目管理,项目与任务管理,项目台账管理,,,,,,,valid,,,yes,2
personal,WPS项目管理个人版需求聚类分析.md,personal-00632,WPS_1709085072的团队,甘特视图,项目与任务管理,甘特图与排期可视化,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00633,LPL的团队,考公,无,无,,,,,,,weak,,missing_level_1|missing_level_2|very_short_text,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00634,Eudora的团队,帮助我统筹工作,协同办公与流程审批,行政事务管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00635,刘月照的团队,需要日程安排、要求、说明、完成度,个人规划与日程管理,个人规划与日程管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00636,三生三誓的团队,客户进度,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00637,Administrator的团队,外贸,供应链与仓储物流,物流运输与配送管理,,,,,,,weak,,very_short_text,yes,2
personal,WPS项目管理个人版需求聚类分析.md,personal-00638,那年,冬至的团队,销售业务跟踪记录,客户、销售与订单,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00639,Hans的团队,管理集团下兄弟工厂参访的全流程,生产与制造管理,工序流转管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00640,宝鹏的团队,OEM或ODM服务器相关产品导入到上市的全过程管理,研发与产品管理,研发阶段管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00641,冰夫。的团队,询单项目进度管理,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00642,YL的团队,横道图,项目与任务管理,甘特图与排期可视化,,,,,,,valid,,,yes,12
personal,WPS项目管理个人版需求聚类分析.md,personal-00643,DongMenghu的团队,软件开发流程项目管理,研发与产品管理,研发项目管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00644,WPS_1668906539的团队,设计院多项目 每个设计阶段的进度管理,项目与任务管理,多项目组合管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00645,王峰的团队,高速公路机电房建交安绿化工程进度计划及人材机配备,工程与施工管理,工程进度管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00646,DoerI'm的团队,机器人产品开发,研发与产品管理,产品开发管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00647,子木1988的团队,待办事项管理,协同办公与流程审批,待办与提醒管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00648,添的团队,项目进度跟踪管理和任务管理跟踪过,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00649,木子HL的团队,软件项目管理,项目与任务管理,项目台账管理,,,,,,,valid,,,yes,18
personal,WPS项目管理个人版需求聚类分析.md,personal-00650,Ceci的团队,汽车内外饰零部件开发,研发与产品管理,产品开发管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00651,王兴哲的团队,地产项目跟进管理,工程与施工管理,基建与市政项目管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00652,乔总的团队,给员工分配任务，查看进度和验收，逾期提醒，总结每月任务量和完成率,协同办公与流程审批,待办与提醒管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00653,王雪的团队,师资培训项目,人力与组织管理,培训与人才发展管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00654,201509的团队,金额管理,财务、合同与结算,费用与报销管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00655,emil的团队,测绘,项目与任务管理,甘特图与排期可视化,,,,,,,weak,,very_short_text,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00656,崔达达的团队,项目管理,项目与任务管理,项目台账管理,,,,,,,valid,,,yes,398
personal,WPS项目管理个人版需求聚类分析.md,personal-00657,傅建伟的团队,项目产物和计划,项目与任务管理,项目计划管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00658,傅建伟的团队,项目目标和计划,项目与任务管理,项目计划管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00659,陈超的团队,销售,客户、销售与订单,商机与销售过程管理,,,,,,,weak,,very_short_text,yes,12
personal,WPS项目管理个人版需求聚类分析.md,personal-00660,s.s的团队,IT项目研发管理,研发与产品管理,研发项目管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00661,May的团队,研发项目进度管理,研发与产品管理,研发项目管理,,,,,,,valid,,,yes,2
personal,WPS项目管理个人版需求聚类分析.md,personal-00662,的团队,汇报项目进展,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00663,平安喜乐的团队,开票员填报缺货计划，采购员每天反馈采购进度，采购经理通过全流程，分析采购员时效性及绩效，分析缺货计划填报规律及提供建议,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00664,Mr.Yang的团队,待办事项,协同办公与流程审批,待办与提醒管理,,,,,,,valid,,,yes,4
personal,WPS项目管理个人版需求聚类分析.md,personal-00665,李明远的团队,个人事项管理,人力与组织管理,考勤管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00666,katie的团队,我是某高职院校二级学院的办公室主任，需要跟进学院的某些事项推进情况,党建纪检与党务管理,党建纪检与党务管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00667,漂浮的团队,施工,工程与施工管理,工程进度管理,,,,,,,weak,,very_short_text,yes,6
personal,WPS项目管理个人版需求聚类分析.md,personal-00668,由文栋15954411035的团队,生产计划,生产与制造管理,生产计划管理,,,,,,,valid,,,yes,29
personal,WPS项目管理个人版需求聚类分析.md,personal-00669,WPS_1594296408的团队,是啊大师的,无,无,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00670,admin的团队,123,无,无,,,,,,,invalid,,digits_only|missing_level_1|missing_level_2|no_chinese_text,yes,29
personal,WPS项目管理个人版需求聚类分析.md,personal-00671,A-的团队,工作进度跟进以及日程安排,个人规划与日程管理,个人规划与日程管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00672,等风停、的团队,个人任务管理,人力与组织管理,考勤管理,,,,,,,valid,,,yes,7
personal,WPS项目管理个人版需求聚类分析.md,personal-00673,见怪不怪的团队,进仓  出库  库存统计表,数据分析与经营看板,统计汇总与经营分析,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00674,没壳的蜗牛的团队,施工单位的项目管理,生产与制造管理,车间任务管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00675,猪道友的团队,B,无,无,,,,,,,weak,,missing_level_1|missing_level_2|very_short_text|no_chinese_text,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00676,于博的团队,登记并汇总,协同办公与流程审批,台账与登记管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00677,飞翔的企鹅的团队,进度计划（一级）,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00678,,进度计划（二级）,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00679,zsx199512的团队,日常工作管理和在建项目进度跟进,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00680,爱浅喜·中国传统文化的团队,工程项目管理,工程与施工管理,工程进度管理,,,,,,,valid,,,yes,50
personal,WPS项目管理个人版需求聚类分析.md,personal-00681,宝刚的团队,项目流程管理，售后进度保修查询,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-00682,A aron的团队,亚马逊运营,客户、销售与订单,商机与销售过程管理,,,,,,,valid,,,yes,2
