edition,source_file,row_id,team_name,demand_text,level_1,level_2,normalized_scenario,user_role_guess,problem_type,request_type,strategic_relevance,decision_bucket,data_quality,notes
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01222,S.時時的企业,公司计划上线一款ERP软件，打算利用wps项目管理对软件实施过程进行系统的规划和管理，从项目开始到结束，跟进所有过程，对软件落地实施的全过程进行管控，有实施计划汇总甘特图，有甘特图细分到每天的任务日历页面，日历页面有每日待办事项提醒，有存储项目文件的地方，有各部门管理的思维导图更好，有各部门组织流程架构,项目与任务管理,甘特图与排期可视化,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01223,lizhijian的企业,制造业模具零件产品周期进度，配套BOM，,研发与产品管理,图纸与BOM管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01224,梧桐智能城投管控公司,信息系统项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01225,武汉市政环境工程建设有限公司,写工程项目投标技术标书,研发与产品管理,技术文档管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01226,天津市宏源水处理工程有限公司,设备制作和工程项目,生产与制造管理,非标制造管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01227,释怀的企业,工程项目全过程管控,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01228,逐鹿Martins的企业,采购日常工作,生产与制造管理,车间任务管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01229,火华工作,文件共享,协同办公与流程审批,文档与档案管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01230,Prince.的企业,BUYAO,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01231,苏州莱测检测的企业,沟通会和他共患难,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01232,柠塰企业,建筑工程项目成本管理,财务、合同与结算,成本核算管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01233,余富业的企业,项目计划,项目与任务管理,项目计划管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01234,方案设计中心,项目跟踪,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01235,佟昊芯的企业,建筑工程项目日常管理,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01236,KPN项目管理团队,施工项目管理,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01237,义乌乐营箱包有限公司,客户管理 财务管理 业务管理,客户、销售与订单,商机与销售过程管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01238,hjk的企业,同事可以共享cad文件，并协同完成工作,协同办公与流程审批,协同办公,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01239,华智工程,弱电,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01240,广州市城垦园林建设有限公司,财务记表,财务、合同与结算,收付款与回款管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01241,陆的企业,车间生产管理,生产与制造管理,车间任务管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01242,朱家乐的企业,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01243,乐谷科技,团队年度目标的拆解和制定，项目跟踪到细分到每一天,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01244,浙江聚衣堂服饰有限公司,服装排产、裁剪、入库登记、出库登记,供应链与仓储物流,出入库与调拨管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01245,陕西明威中科环保科技有限公司,咨询项目合同、进度相关内容,财务、合同与结算,合同与招投标管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01246,鄂尔多斯资源股份有限公司,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01247,滚烫的古木子的企业,电子产品项目管理,研发与产品管理,技术文档管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01248,阔途项目,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01249,深圳地铁运营集团有限公司,1,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01250,四川佳华湖北分公司,无,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01251,WPS_1772160167的企业,办公室,协同办公与流程审批,行政事务管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01252,wlh的企业,项目管理提醒,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01253,黄思凯的企业,项目整体,项目与任务管理,项目复盘与总结,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01254,欧陆之星®-优配思 ®的企业,问题的流程处理跟踪,生产与制造管理,装配与调试管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01255,大捷的企业,已完工程结算收款,财务、合同与结算,收付款与回款管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01256,gzzbcbb2816193的企业,辖区42家基层医疗机构云HIS及前置软件部署项目相关流程方案,服务、工单与运维,安装与实施交付,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01257,Sky的企业,项目进度和回款,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01258,林忻的企业,建设工程项目管理,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01259,Cherish的企业,合同、项目管理、劳务分包,财务、合同与结算,合同与招投标管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01260,张波的企业,机电安装行业,服务、工单与运维,安装与实施交付,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01261,fenghuayivipqqcom的企业,项目全过程管理,项目与任务管理,项目计划管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01262,邯供宣传,宣传工作,数据分析与经营看板,报表管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01263,邓3133的企业,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01264,%E6%96%87的企业,进度,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01265,佛山市南海新力金属制品有限公司,镁合金生产项目,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01266,君古_15387861190的企业,办公,协同办公与流程审批,行政事务管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01267,昕的企业,机械设备双币销售成本利润,财务、合同与结算,成本核算管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01268,TyZhang的企业,商业航天项目管理,项目与任务管理,项目计划管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01269,perfect的企业,人事薪酬,人力与组织管理,薪酬与社保管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01270,成都君河矿业有限公司,矿石业务贸易交付,供应链与仓储物流,物流运输与配送管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01271,Los的企业,任务跟进,项目与任务管理,任务分配与协同,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01272,DZ2005-HY的企业,建筑公司成本管理,财务、合同与结算,成本核算管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01273,ABC的企业,生产计划,生产与制造管理,生产计划管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01274,一微尘的企业,项目进度跟踪,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01275,青岛微科机器人有限公司,AGV项目,项目与任务管理,甘特图与排期可视化,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01276,风之魅影的企业,项目名称，项目内容，项目甲方信息，项目施工方信息,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01277,汤米麻麻的企业,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01278,北京市太极华青信息系统有限公司,信息化项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01279,王秀权的企业,根治土地征收相关节点,工程与施工管理,基建与市政项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01280,蒋泉的企业,帮我制作一份多个项目工作计划表，要求可视化,项目与任务管理,甘特图与排期可视化,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01281,昆山市恒德瑞物业管理有限公司,试用,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01282,江苏徵韵文化传媒有限公司,整机设备产品开发,生产与制造管理,非标制造管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01283,南通市广益机电有限责任公司,111,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01284,可道公司,对已签约项目的推进进度进行管理,研发与产品管理,研发项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01285,biliangzu,任务,项目与任务管理,任务分配与协同,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01286,系统内部测试公司293,想解决 五金产品开发 进度跟踪，流程记录等,研发与产品管理,技术文档管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01287,LF企业,项目计划,项目与任务管理,项目计划管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01288,锦绣的企业,多人报备需要的货品，后续是否落实到位,财务、合同与结算,收付款与回款管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01289,春暖花开,仓库管理，员工管理,供应链与仓储物流,仓库与库位管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01290,武汉华咨同惠科技有限公司,项目进度管理,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01291,1234123,我想了解下，我涉及到的业务能不能使用咱们的模板，我的业务是关于人力资源的业务,数据分析与经营看板,多维分析,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01292,易的企业,根据项目核算对应的收入和成本,财务、合同与结算,成本核算管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01293,上海信息技术学校,针对“上海信息技术学校内控管理风险评估报告” 落实相关培训和整改,质量、安全与合规,风险管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01294,海天一线的企业,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01295,企业20220406,EPC成套空分项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01296,Overlacp的企业,招投标管理台账,财务、合同与结算,合同与招投标管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01297,工程企业,工程公司,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01298,陕西现代职业卫生研究所有限公司,项目全流程时间节点监控,数据分析与经营看板,可视化看板,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01299,永盛鸿星,团队工作日报，每个订单任务派发及跟踪,客户、销售与订单,发货与交付跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01300,汪平  99年12的企业,绿化养护,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01301,天津嘉尚嘉科技有限公司,财务,财务、合同与结算,收付款与回款管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01302,拾忆丶uTェTu的企业,创建横道图,项目与任务管理,甘特图与排期可视化,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01303,偲的企业,激光打印机项目管理,研发与产品管理,图纸与BOM管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01304,吉林吉视光电科技的企业,日常工作,生产与制造管理,车间任务管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01305,Roc的企业(分部)(分中心)(分部),跟踪项目开展进度,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01306,重庆八菱项目开发,项目开发,研发与产品管理,研发项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01307,成都桴霄科技有限公司,请假,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01308,ssec,工程施工工期计算,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01309,项目团队,简易项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01310,广东戎建建筑工程技术有限公司,我们是广东戎建，专业承接工程项目灯具，量化，我想跟踪每个业务组的项目跟进情况，从开始立项，到报价，面谈，签约，履约，项目结束和售后服务回访等情况,数据分析与经营看板,多维分析,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01311,LMM的企业,盯着部门的每项任务的完成进度与完成情况,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01312,江南大学附属实验中学,制作一个打卡计划，按照2026年日历,生产与制造管理,生产计划管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01313,邵志@Cong jason的企业,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01314,lulu的企业,研发和运营的项目管理,研发与产品管理,研发项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01315,蓝色天的企业,园区运营管理,工程与施工管理,基建与市政项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01316,南宁市良庆区善行文化创意中心,zan,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01317,A小余-人事招聘的企业,扫描条码出库数据统计,数据分析与经营看板,统计汇总,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01318,GZKD,1111,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01319,金梭装饰设计工程有限公司,。。,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01320,马云荣的企业,科研项目管理,研发与产品管理,研发项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01321,Jarvan的企业,陪聊小程序开发、运维、推广及过程中的问题和方案,项目与任务管理,项目复盘与总结,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01322,杭州呈形机械科技有限公司,111,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01323,成都富维延锋彼欧汽车外饰有限公司,我想要对比项目管理与office project 的区别,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01324,成都富维延锋彼欧汽车外饰有限公司,解决项目计划中，各节点不清晰的问题。,项目与任务管理,项目计划管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01325,仙人球测试技术股份有限公司,11,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01326,万舜的企业,薪资,人力与组织管理,薪酬与社保管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01327,众联科技,多个项目的管理，数据填写和统计,项目与任务管理,多项目组合管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01328,西安密吉集健康科技有限公司,okr和任务计划,项目与任务管理,甘特图与排期可视化,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01329,硕果猫糖水铺,产品定位,研发与产品管理,产品开发管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01330,yiyuxiaoyuzhou,嘻嘻嘻,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01331,设计师王庭栋的企业,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01332,云南新意科技有限公司,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01333,虚空的企业,装饰装修行业,工程与施工管理,装修装饰项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01334,、的企业,项目成本归集和分析，应收账款跟进,财务、合同与结算,成本核算管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01335,吴~的企业,装饰企业负责公司生产经营管理工作,工程与施工管理,装修装饰项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01336,三亚市妇幼保健院,妇幼公卫项目筹备、执行过程中多部门的分工和进度管理,工程与施工管理,分包与班组管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01337,残念的企业,50万吨600kA绿电铝迭代升级项目,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01338,Vision的企业,1,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01339,王睿涛的企业,项目情况和问题记录,项目与任务管理,项目复盘与总结,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01340,李凤霞的企业,人事工作管理,人力与组织管理,组织与岗位管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01341,漩涡的企业,项目跟踪,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01342,项目管理,环卫行业，物业服务,服务、工单与运维,维保管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01343,JCOC,用于项目费用台账,财务、合同与结算,成本核算管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01344,踏着七彩祥云的盖世英雄的企业,项目排期,项目与任务管理,项目计划管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01345,志宇5178,销售的客户管理，跟进，客户维护，定期提示联系客户等CRM管理功能,客户、销售与订单,客户跟进管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01346,张显智的企业,销售客户管理，订单跟踪验收全流程，进销一体化,客户、销售与订单,发货与交付跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01347,X. 的企业,以思维导图的方式生成10个横向项目树，我来做相应内容填充,项目与任务管理,甘特图与排期可视化,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01348,1kr-e的企业,甘特图,项目与任务管理,甘特图与排期可视化,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01349,Leysen&amp;ORANGE CUBE品牌营销部,需要一个品牌画册，从品牌端生产画册内容，到设计端设计，到纸张工艺确认，到打样，到大货，到终端落地应用，到连动营销教练制定画册作为销售工具的应用标准，加入到SOP，到神访稽核形成整个品牌画册项目的闭环，请给到整项项目管理表,研发与产品管理,设计评审管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01350,帅帅的阿杜的企业,业务跟进记录,客户、销售与订单,客户跟进管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01351,安徽博盾的企业,项目管理一套系统,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01352,YTBG,家具工程项目管理,工程与施工管理,装修装饰项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01353,图迩斯(上海)工程技术有限公司,生产制造,生产与制造管理,生产交付协同,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01354,十方间设计,装修公司项目管理,工程与施工管理,装修装饰项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01355,我爱宝宝的企业,我是美团外卖代理城市商的配送总监，我要针对我的团队安排事项。,服务、工单与运维,售后服务管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01356,袁文兴的企业,帮我搭建储能电站调试项目管理,服务、工单与运维,安装与实施交付,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01357,北京市政路桥管理养护集团有限公司科技检测处,项目管理中的合同、结算、收付款,财务、合同与结算,收付款与回款管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01358,spark的企业,工程项目管理,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01359,彭艳的企业,项目情况跟踪与完成情况,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01360,上海国际广告节SHIAF,管理一个政府相关赛事,协同办公与流程审批,会议与纪要管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01361,Five的企业,项目进度,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01362,果然设计,客户跟进表,客户、销售与订单,客户跟进管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01363,湖北鼎源建设工程有限公司,建筑工程施工管理，包含项目立项、项目预算、项目结算、施工合同管理、结算进度、开票管理、收款管理等,财务、合同与结算,发票与结算管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01364,Michael.yao的企业,我们想按照项目做全面预算管理，所以软件最好能按照项目号将预算、进销存、人力关联起来,财务、合同与结算,预算管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01365,嘉和的企业,项目类别管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01366,心蓝T透的企业,能够清楚的知道项目的进度,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01367,Cliff Dong的企业,仓储物流,供应链与仓储物流,出入库与调拨管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01368,海阔天空的企业,建筑施工,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01369,投资管理,甘特图,项目与任务管理,甘特图与排期可视化,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01370,上海南洋万邦软件技术有限公司,12,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01371,重庆沛含装饰设计工程有限公司,工程项目,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01372,甬金改扩建1标,工程进度管理,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01373,张泽强的企业,化工厂大检修管理,生产与制造管理,工序流转管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01374,xu的企业,城癌筛查项目的医院管理,服务、工单与运维,巡检管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01375,小牟的企业,项目合同管理及收款表格,财务、合同与结算,收付款与回款管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01376,RapidDirect,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01377,赵Y的企业,设计院,工程与施工管理,装修装饰项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01378,PAAA,我是个人用户，专注自我成长。我有4块内容。我有2样在自学的内容，中医和编程。中医学习，学习基础知识，备考，实践。还有编程技能，编程，想要零基础学习开始做出些小项目，为中医学习服务，做些笔记整理，做些方便初学者的思路整理，方剂比较。还有繁杂的实验工作，是比较零碎、又注重时间点的项目。最后一块，是其他事务的待办，时间点提醒。,协同办公与流程审批,待办与提醒管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01379,湖北招采网项目管理有限公司,我公司是标书代写公司,研发与产品管理,图纸与BOM管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01380,韵达徐国志的企业,快递公司管理模板,供应链与仓储物流,物流运输与配送管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01381,东莞市诺尔佳电子有限公司,生产过程管理,生产与制造管理,制造进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01382,秋与红枫的企业,制造业,生产与制造管理,生产交付协同,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01383,淄博中力机电有限公司(项目部),招标文件，前期项目沟通，响应文件，中标通知书，合同，技术协议，物品采购，生产，合格证，说明书，质量证明，装箱清单，发货单，产品照片，铭牌照片，装车照片,研发与产品管理,技术文档管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01384,清泽机电,机电设备工程公司，主营电气设备的安装维修试验等，项目经理的岗位管理，技术支持岗位管理,服务、工单与运维,报修管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01385,不忘初心的企业,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01386,王道祥的企业,建筑工程项目管理,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01387,投资基金组,安排每日任务，追踪任务负责人与情况,项目与任务管理,任务分配与协同,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01388,楠水牧科,主要针对智慧化牧场建设项目，针对售前阶段，进行相应的前期跟踪管理,研发与产品管理,研发阶段管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01389,斯科夫SKOVE,生产型。部门组织    销售、设计、采购、生产跟单流程依次,生产与制造管理,生产交付协同,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01390,丽丽er,```,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01391,Jason心自有海的企业,KOC达人账号项目,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01392,赌书泼茶的企业,豪华型全服务酒店筹备开业,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-01393,陕西铭辉教育科技有限公司,每一个业务的进度、，补充的人员，社保缴纳月份记录，成本记录，预计上报时间，急需处理的难点，实际上报时间，申报过程跟进注意事项，跟进记录，审核结果，审核完成交接内容,协同办公与流程审批,台账与登记管理,,,,,,,,
